note_str,pitch
guitar_electronic_006-066-127,66
guitar_acoustic_009-054-100,54
guitar_synthetic_003-067-100,67
guitar_electronic_035-043-100,43
guitar_electronic_020-041-050,41
guitar_acoustic_018-058-050,58
guitar_electronic_006-063-127,63
guitar_electronic_037-065-075,65
guitar_synthetic_001-059-050,59
guitar_electronic_023-061-025,61
guitar_synthetic_006-055-127,55
guitar_acoustic_007-082-127,82
guitar_acoustic_002-045-100,45
guitar_acoustic_029-040-127,40
guitar_synthetic_002-064-127,64
guitar_electronic_005-045-075,45
guitar_electronic_003-079-025,79
guitar_electronic_000-062-050,62
guitar_acoustic_007-076-050,76
guitar_electronic_020-046-075,46
guitar_electronic_004-045-075,45
guitar_acoustic_009-047-075,47
guitar_synthetic_006-061-127,61
guitar_electronic_014-062-050,62
guitar_acoustic_003-062-075,62
guitar_electronic_026-072-127,72
guitar_acoustic_022-044-025,44
guitar_electronic_005-079-050,79
guitar_acoustic_012-069-050,69
guitar_electronic_005-051-127,51
guitar_synthetic_003-079-100,79
guitar_acoustic_022-042-127,42
guitar_synthetic_006-063-100,63
guitar_acoustic_022-057-075,57
guitar_electronic_030-084-127,84
guitar_electronic_032-066-025,66
guitar_synthetic_002-045-050,45
guitar_acoustic_018-076-025,76
guitar_electronic_016-054-075,54
guitar_electronic_018-068-127,68
guitar_electronic_007-043-127,43
guitar_electronic_000-075-100,75
guitar_acoustic_005-055-050,55
guitar_electronic_040-055-050,55
guitar_electronic_041-058-100,58
guitar_acoustic_017-055-100,55
guitar_acoustic_035-069-127,69
guitar_acoustic_016-056-127,56
guitar_electronic_038-087-050,87
guitar_acoustic_035-040-075,40
guitar_acoustic_035-063-025,63
guitar_acoustic_026-056-050,56
guitar_electronic_030-080-025,80
guitar_electronic_044-080-050,80
guitar_electronic_043-045-050,45
guitar_acoustic_028-049-127,49
guitar_acoustic_033-069-127,69
guitar_acoustic_035-053-075,53
guitar_electronic_010-064-025,64
guitar_acoustic_000-082-025,82
guitar_electronic_017-054-100,54
guitar_electronic_009-044-127,44
guitar_electronic_039-042-100,42
guitar_electronic_008-046-050,46
guitar_electronic_017-071-100,71
guitar_acoustic_011-049-050,49
guitar_acoustic_003-083-025,83
guitar_electronic_031-041-050,41
guitar_electronic_018-058-100,58
guitar_acoustic_008-082-075,82
guitar_synthetic_004-059-075,59
guitar_electronic_003-045-050,45
guitar_electronic_039-087-100,87
guitar_synthetic_004-080-025,80
guitar_acoustic_017-068-127,68
guitar_synthetic_005-051-025,51
guitar_electronic_016-052-100,52
guitar_synthetic_010-050-100,50
guitar_synthetic_000-077-075,77
guitar_electronic_014-061-025,61
guitar_electronic_036-040-100,40
guitar_electronic_010-065-075,65
guitar_acoustic_013-049-100,49
guitar_electronic_013-078-050,78
guitar_electronic_013-080-050,80
guitar_electronic_000-074-075,74
guitar_electronic_026-043-100,43
guitar_electronic_013-083-050,83
guitar_acoustic_007-083-100,83
guitar_acoustic_033-084-050,84
guitar_synthetic_007-049-100,49
guitar_electronic_045-078-075,78
guitar_electronic_045-054-050,54
guitar_electronic_003-078-100,78
guitar_electronic_040-081-075,81
guitar_electronic_021-056-050,56
guitar_electronic_043-050-050,50
guitar_electronic_024-043-075,43
guitar_acoustic_000-040-050,40
guitar_acoustic_001-061-127,61
guitar_acoustic_032-081-100,81
guitar_acoustic_034-065-100,65
guitar_electronic_035-057-127,57
guitar_electronic_006-062-075,62
guitar_acoustic_006-077-025,77
guitar_electronic_004-076-075,76
guitar_electronic_012-070-127,70
guitar_electronic_019-082-050,82
guitar_acoustic_031-061-127,61
guitar_electronic_004-053-127,53
guitar_acoustic_032-049-075,49
guitar_electronic_037-041-100,41
guitar_electronic_002-057-127,57
guitar_electronic_001-059-050,59
guitar_electronic_041-063-050,63
guitar_synthetic_010-067-100,67
guitar_acoustic_007-049-075,49
guitar_acoustic_011-054-127,54
guitar_acoustic_020-053-050,53
guitar_electronic_018-066-050,66
guitar_electronic_002-061-075,61
guitar_acoustic_032-063-050,63
guitar_electronic_033-071-127,71
guitar_electronic_000-055-025,55
guitar_electronic_006-061-050,61
guitar_electronic_043-066-025,66
guitar_electronic_007-081-050,81
guitar_electronic_036-087-050,87
guitar_acoustic_004-050-025,50
guitar_acoustic_018-042-025,42
guitar_electronic_045-057-050,57
guitar_acoustic_017-052-025,52
guitar_electronic_015-045-100,45
guitar_electronic_019-053-075,53
guitar_acoustic_004-061-100,61
guitar_synthetic_002-076-075,76
guitar_acoustic_004-047-075,47
guitar_acoustic_016-047-050,47
guitar_synthetic_002-075-075,75
guitar_synthetic_000-049-100,49
guitar_electronic_006-053-050,53
guitar_acoustic_018-051-025,51
guitar_electronic_012-079-100,79
guitar_acoustic_004-046-025,46
guitar_acoustic_028-041-025,41
guitar_synthetic_007-047-075,47
guitar_electronic_016-048-127,48
guitar_synthetic_001-072-100,72
guitar_electronic_026-073-127,73
guitar_synthetic_005-043-100,43
guitar_acoustic_028-043-075,43
guitar_electronic_025-072-127,72
guitar_acoustic_017-059-127,59
guitar_acoustic_034-069-025,69
guitar_electronic_016-059-100,59
guitar_electronic_005-067-050,67
guitar_synthetic_004-057-050,57
guitar_electronic_017-058-127,58
guitar_electronic_030-050-050,50
guitar_acoustic_003-073-127,73
guitar_electronic_019-078-127,78
guitar_electronic_045-053-100,53
guitar_acoustic_027-067-050,67
guitar_acoustic_018-058-100,58
guitar_acoustic_026-046-050,46
guitar_electronic_007-044-025,44
guitar_electronic_001-076-025,76
guitar_electronic_035-066-025,66
guitar_synthetic_007-051-025,51
guitar_acoustic_000-066-075,66
guitar_electronic_032-062-050,62
guitar_acoustic_029-082-100,82
guitar_electronic_009-056-050,56
guitar_acoustic_034-056-025,56
guitar_acoustic_022-055-075,55
guitar_acoustic_034-064-025,64
guitar_acoustic_009-068-050,68
guitar_electronic_024-059-075,59
guitar_electronic_009-055-050,55
guitar_synthetic_005-062-127,62
guitar_electronic_017-048-075,48
guitar_electronic_019-058-075,58
guitar_electronic_041-046-025,46
guitar_electronic_045-068-100,68
guitar_electronic_024-065-075,65
guitar_acoustic_033-074-025,74
guitar_electronic_018-049-050,49
guitar_electronic_031-077-075,77
guitar_electronic_012-060-075,60
guitar_acoustic_003-069-127,69
guitar_electronic_038-088-100,88
guitar_electronic_044-071-100,71
guitar_electronic_037-044-127,44
guitar_acoustic_012-082-100,82
guitar_synthetic_003-041-025,41
guitar_electronic_015-074-127,74
guitar_electronic_036-077-100,77
guitar_electronic_042-047-050,47
guitar_electronic_029-063-075,63
guitar_electronic_037-062-025,62
guitar_synthetic_004-068-127,68
guitar_electronic_042-059-100,59
guitar_electronic_029-075-100,75
guitar_acoustic_035-068-127,68
guitar_electronic_043-081-100,81
guitar_acoustic_001-049-050,49
guitar_electronic_032-084-127,84
guitar_electronic_016-045-100,45
guitar_acoustic_011-082-127,82
guitar_electronic_035-068-100,68
guitar_acoustic_036-075-025,75
guitar_electronic_008-077-127,77
guitar_acoustic_032-052-100,52
guitar_electronic_006-058-050,58
guitar_electronic_033-067-127,67
guitar_electronic_016-057-075,57
guitar_synthetic_006-049-100,49
guitar_electronic_006-065-025,65
guitar_electronic_030-040-025,40
guitar_electronic_034-074-127,74
guitar_synthetic_002-043-127,43
guitar_synthetic_009-068-050,68
guitar_electronic_044-054-100,54
guitar_electronic_027-060-075,60
guitar_acoustic_032-075-075,75
guitar_electronic_042-053-050,53
guitar_synthetic_010-040-050,40
guitar_acoustic_007-046-075,46
guitar_electronic_036-083-025,83
guitar_electronic_015-040-050,40
guitar_synthetic_003-047-127,47
guitar_electronic_038-084-050,84
guitar_acoustic_007-043-050,43
guitar_acoustic_008-079-075,79
guitar_electronic_007-065-050,65
guitar_acoustic_016-067-050,67
guitar_acoustic_011-043-025,43
guitar_acoustic_024-068-050,68
guitar_electronic_036-080-050,80
guitar_electronic_008-041-127,41
guitar_electronic_031-063-050,63
guitar_synthetic_002-070-075,70
guitar_acoustic_013-055-050,55
guitar_electronic_003-080-075,80
guitar_acoustic_002-075-025,75
guitar_electronic_037-067-025,67
guitar_electronic_032-046-050,46
guitar_electronic_003-042-050,42
guitar_electronic_023-084-100,84
guitar_acoustic_000-071-075,71
guitar_electronic_014-069-075,69
guitar_acoustic_009-046-100,46
guitar_electronic_023-084-025,84
guitar_electronic_019-080-100,80
guitar_electronic_001-064-050,64
guitar_acoustic_009-051-050,51
guitar_synthetic_011-073-100,73
guitar_acoustic_016-058-100,58
guitar_electronic_040-069-127,69
guitar_acoustic_029-073-100,73
guitar_electronic_018-043-050,43
guitar_synthetic_006-070-075,70
guitar_electronic_008-058-127,58
guitar_acoustic_032-053-100,53
guitar_electronic_000-054-127,54
guitar_electronic_032-044-100,44
guitar_electronic_013-051-127,51
guitar_synthetic_006-088-025,88
guitar_electronic_038-045-127,45
guitar_electronic_017-068-127,68
guitar_acoustic_006-059-025,59
guitar_electronic_030-069-127,69
guitar_electronic_021-049-100,49
guitar_acoustic_002-064-025,64
guitar_acoustic_003-054-127,54
guitar_synthetic_001-042-025,42
guitar_electronic_000-071-127,71
guitar_acoustic_013-073-050,73
guitar_acoustic_034-043-025,43
guitar_electronic_042-067-127,67
guitar_electronic_016-041-025,41
guitar_synthetic_005-044-050,44
guitar_synthetic_010-052-100,52
guitar_acoustic_002-074-050,74
guitar_synthetic_012-072-127,72
guitar_synthetic_009-088-025,88
guitar_electronic_044-050-025,50
guitar_acoustic_000-056-127,56
guitar_synthetic_002-065-050,65
guitar_electronic_037-049-075,49
guitar_acoustic_004-055-100,55
guitar_acoustic_005-056-127,56
guitar_synthetic_002-074-100,74
guitar_acoustic_035-067-025,67
guitar_electronic_044-061-050,61
guitar_electronic_020-071-100,71
guitar_electronic_042-042-050,42
guitar_acoustic_024-043-050,43
guitar_synthetic_005-056-100,56
guitar_electronic_039-081-127,81
guitar_electronic_034-049-050,49
guitar_synthetic_012-055-050,55
guitar_synthetic_011-075-050,75
guitar_electronic_029-073-100,73
guitar_electronic_002-056-025,56
guitar_synthetic_009-057-025,57
guitar_electronic_032-049-050,49
guitar_acoustic_035-056-075,56
guitar_synthetic_005-075-050,75
guitar_electronic_035-047-025,47
guitar_electronic_013-084-025,84
guitar_electronic_008-050-075,50
guitar_electronic_001-052-075,52
guitar_synthetic_009-045-127,45
guitar_synthetic_011-047-127,47
guitar_electronic_016-057-100,57
guitar_electronic_016-082-075,82
guitar_acoustic_009-064-075,64
guitar_electronic_014-084-075,84
guitar_electronic_012-059-075,59
guitar_electronic_043-071-127,71
guitar_electronic_009-047-075,47
guitar_electronic_016-040-075,40
guitar_electronic_017-079-050,79
guitar_acoustic_016-059-025,59
guitar_acoustic_033-069-050,69
guitar_electronic_020-057-050,57
guitar_synthetic_004-048-100,48
guitar_electronic_003-078-075,78
guitar_electronic_013-059-050,59
guitar_electronic_042-051-050,51
guitar_electronic_036-055-100,55
guitar_synthetic_000-069-127,69
guitar_electronic_032-084-025,84
guitar_acoustic_026-079-050,79
guitar_acoustic_003-076-100,76
guitar_electronic_026-066-127,66
guitar_electronic_041-061-127,61
guitar_electronic_034-045-075,45
guitar_electronic_001-041-025,41
guitar_acoustic_027-052-100,52
guitar_electronic_026-059-025,59
guitar_electronic_009-051-050,51
guitar_acoustic_007-088-050,88
guitar_acoustic_028-073-050,73
guitar_electronic_023-050-075,50
guitar_acoustic_024-070-075,70
guitar_electronic_040-065-075,65
guitar_electronic_038-073-127,73
guitar_electronic_001-059-127,59
guitar_electronic_019-080-075,80
guitar_synthetic_007-062-050,62
guitar_acoustic_035-046-075,46
guitar_electronic_025-080-127,80
guitar_acoustic_001-046-050,46
guitar_acoustic_017-065-025,65
guitar_acoustic_002-063-075,63
guitar_electronic_018-066-127,66
guitar_acoustic_032-066-127,66
guitar_electronic_013-064-100,64
guitar_acoustic_033-066-127,66
guitar_electronic_017-044-025,44
guitar_acoustic_022-062-025,62
guitar_electronic_013-050-025,50
guitar_electronic_021-077-050,77
guitar_electronic_036-069-075,69
guitar_electronic_036-069-025,69
guitar_synthetic_010-070-100,70
guitar_acoustic_002-048-050,48
guitar_electronic_029-040-075,40
guitar_acoustic_001-080-100,80
guitar_electronic_003-044-100,44
guitar_acoustic_034-051-075,51
guitar_electronic_011-043-127,43
guitar_electronic_044-050-050,50
guitar_electronic_009-052-025,52
guitar_acoustic_026-058-127,58
guitar_acoustic_001-066-100,66
guitar_acoustic_011-066-127,66
guitar_acoustic_020-070-075,70
guitar_synthetic_011-046-100,46
guitar_synthetic_011-054-075,54
guitar_synthetic_011-050-075,50
guitar_synthetic_006-062-100,62
guitar_synthetic_003-048-075,48
guitar_acoustic_026-077-100,77
guitar_electronic_005-063-025,63
guitar_electronic_017-061-025,61
guitar_acoustic_033-075-050,75
guitar_acoustic_026-056-100,56
guitar_electronic_045-049-025,49
guitar_acoustic_026-043-050,43
guitar_synthetic_010-063-025,63
guitar_acoustic_000-053-075,53
guitar_electronic_038-049-025,49
guitar_electronic_031-072-025,72
guitar_synthetic_009-074-050,74
guitar_electronic_033-055-127,55
guitar_electronic_000-048-050,48
guitar_electronic_031-088-050,88
guitar_electronic_026-046-100,46
guitar_electronic_005-060-050,60
guitar_electronic_031-057-050,57
guitar_acoustic_007-070-075,70
guitar_electronic_033-071-050,71
guitar_electronic_036-056-100,56
guitar_acoustic_005-088-127,88
guitar_electronic_027-082-050,82
guitar_acoustic_003-073-050,73
guitar_acoustic_003-060-025,60
guitar_acoustic_008-044-127,44
guitar_electronic_036-044-025,44
guitar_acoustic_003-051-075,51
guitar_synthetic_009-081-075,81
guitar_electronic_013-072-075,72
guitar_electronic_023-055-025,55
guitar_synthetic_001-063-025,63
guitar_acoustic_027-057-025,57
guitar_electronic_007-071-127,71
guitar_acoustic_033-065-050,65
guitar_electronic_002-040-075,40
guitar_acoustic_005-070-050,70
guitar_synthetic_003-066-127,66
guitar_synthetic_001-049-127,49
guitar_synthetic_010-047-100,47
guitar_electronic_038-081-127,81
guitar_synthetic_005-047-100,47
guitar_electronic_010-075-025,75
guitar_electronic_038-063-127,63
guitar_acoustic_020-064-075,64
guitar_electronic_026-061-100,61
guitar_electronic_038-069-025,69
guitar_acoustic_031-063-100,63
guitar_electronic_004-051-100,51
guitar_synthetic_007-076-025,76
guitar_electronic_044-040-025,40
guitar_acoustic_027-072-075,72
guitar_synthetic_005-058-025,58
guitar_synthetic_003-073-050,73
guitar_electronic_039-053-100,53
guitar_electronic_035-074-025,74
guitar_electronic_041-056-050,56
guitar_acoustic_017-066-050,66
guitar_electronic_041-070-100,70
guitar_electronic_003-060-050,60
guitar_electronic_012-057-025,57
guitar_electronic_046-055-127,55
guitar_synthetic_001-074-050,74
guitar_electronic_013-047-100,47
guitar_electronic_029-072-025,72
guitar_electronic_012-060-100,60
guitar_synthetic_010-042-100,42
guitar_electronic_045-041-127,41
guitar_electronic_017-049-075,49
guitar_acoustic_013-055-127,55
guitar_electronic_001-043-127,43
guitar_electronic_003-069-050,69
guitar_electronic_021-043-025,43
guitar_synthetic_006-046-127,46
guitar_electronic_039-064-025,64
guitar_acoustic_017-061-025,61
guitar_electronic_008-072-075,72
guitar_acoustic_034-060-050,60
guitar_electronic_024-071-025,71
guitar_synthetic_010-055-050,55
guitar_electronic_005-059-050,59
guitar_electronic_035-040-100,40
guitar_acoustic_032-062-050,62
guitar_synthetic_002-046-025,46
guitar_acoustic_016-040-025,40
guitar_synthetic_010-041-100,41
guitar_electronic_002-051-050,51
guitar_electronic_001-082-050,82
guitar_acoustic_028-080-075,80
guitar_electronic_043-069-100,69
guitar_acoustic_028-050-050,50
guitar_electronic_008-074-127,74
guitar_acoustic_029-046-025,46
guitar_acoustic_007-073-025,73
guitar_electronic_018-075-075,75
guitar_acoustic_033-046-025,46
guitar_electronic_023-042-100,42
guitar_acoustic_032-087-025,87
guitar_electronic_044-074-025,74
guitar_electronic_003-080-100,80
guitar_acoustic_005-081-127,81
guitar_electronic_024-049-050,49
guitar_acoustic_026-064-127,64
guitar_electronic_010-061-075,61
guitar_electronic_019-075-127,75
guitar_acoustic_003-070-127,70
guitar_electronic_039-045-075,45
guitar_electronic_044-079-050,79
guitar_electronic_011-072-050,72
guitar_electronic_012-041-075,41
guitar_acoustic_029-054-050,54
guitar_acoustic_035-061-025,61
guitar_acoustic_032-049-025,49
guitar_acoustic_012-054-127,54
guitar_acoustic_001-069-127,69
guitar_electronic_024-076-050,76
guitar_electronic_010-052-025,52
guitar_electronic_029-046-075,46
guitar_electronic_019-040-050,40
guitar_synthetic_005-040-025,40
guitar_electronic_036-055-025,55
guitar_electronic_000-057-100,57
guitar_electronic_007-054-100,54
guitar_synthetic_001-063-100,63
guitar_acoustic_005-046-075,46
guitar_acoustic_029-073-075,73
guitar_electronic_012-083-050,83
guitar_electronic_041-065-127,65
guitar_acoustic_003-081-025,81
guitar_electronic_030-069-050,69
guitar_electronic_014-081-025,81
guitar_electronic_021-077-100,77
guitar_synthetic_009-060-127,60
guitar_synthetic_007-076-100,76
guitar_acoustic_027-051-025,51
guitar_synthetic_005-048-100,48
guitar_synthetic_000-077-127,77
guitar_electronic_045-075-025,75
guitar_acoustic_035-054-050,54
guitar_acoustic_009-058-100,58
guitar_electronic_032-068-025,68
guitar_acoustic_018-070-075,70
guitar_acoustic_011-079-075,79
guitar_electronic_029-059-025,59
guitar_acoustic_002-088-100,88
guitar_electronic_023-078-127,78
guitar_electronic_045-046-100,46
guitar_electronic_036-059-127,59
guitar_acoustic_019-052-127,52
guitar_electronic_030-087-050,87
guitar_acoustic_022-058-050,58
guitar_acoustic_002-040-050,40
guitar_electronic_003-051-075,51
guitar_electronic_035-067-100,67
guitar_electronic_038-042-100,42
guitar_electronic_020-059-127,59
guitar_synthetic_005-046-050,46
guitar_electronic_012-058-075,58
guitar_electronic_027-053-075,53
guitar_acoustic_001-057-100,57
guitar_acoustic_007-056-025,56
guitar_electronic_024-084-025,84
guitar_acoustic_007-064-100,64
guitar_electronic_038-050-075,50
guitar_electronic_033-080-025,80
guitar_electronic_024-063-127,63
guitar_acoustic_004-061-025,61
guitar_synthetic_004-078-100,78
guitar_electronic_004-082-075,82
guitar_electronic_012-057-127,57
guitar_acoustic_003-067-100,67
guitar_electronic_019-072-075,72
guitar_electronic_001-081-100,81
guitar_electronic_029-080-127,80
guitar_acoustic_011-055-100,55
guitar_electronic_007-084-127,84
guitar_electronic_008-048-127,48
guitar_acoustic_020-081-025,81
guitar_acoustic_012-063-100,63
guitar_electronic_045-042-075,42
guitar_synthetic_003-042-025,42
guitar_electronic_019-061-075,61
guitar_electronic_035-054-100,54
guitar_electronic_000-081-127,81
guitar_electronic_031-069-127,69
guitar_electronic_001-055-127,55
guitar_electronic_032-041-050,41
guitar_electronic_008-051-100,51
guitar_synthetic_009-063-025,63
guitar_electronic_000-060-075,60
guitar_acoustic_017-074-127,74
guitar_synthetic_007-046-075,46
guitar_electronic_005-079-100,79
guitar_electronic_011-075-075,75
guitar_electronic_038-084-127,84
guitar_electronic_043-042-075,42
guitar_electronic_000-079-075,79
guitar_acoustic_007-081-025,81
guitar_electronic_029-067-127,67
guitar_electronic_044-052-025,52
guitar_synthetic_004-057-127,57
guitar_synthetic_009-042-025,42
guitar_electronic_005-068-075,68
guitar_electronic_039-040-100,40
guitar_electronic_002-060-127,60
guitar_synthetic_001-084-100,84
guitar_acoustic_008-056-050,56
guitar_synthetic_003-078-100,78
guitar_electronic_003-047-050,47
guitar_electronic_026-065-075,65
guitar_acoustic_018-047-075,47
guitar_acoustic_018-065-050,65
guitar_electronic_006-074-127,74
guitar_electronic_040-080-075,80
guitar_acoustic_002-060-050,60
guitar_electronic_013-068-025,68
guitar_electronic_034-051-127,51
guitar_electronic_030-079-025,79
guitar_acoustic_005-057-100,57
guitar_electronic_026-044-075,44
guitar_electronic_036-079-127,79
guitar_electronic_016-051-050,51
guitar_electronic_032-080-100,80
guitar_synthetic_012-050-100,50
guitar_acoustic_017-060-075,60
guitar_synthetic_002-060-100,60
guitar_acoustic_024-077-127,77
guitar_electronic_026-045-025,45
guitar_acoustic_016-048-075,48
guitar_acoustic_001-064-075,64
guitar_electronic_004-075-050,75
guitar_electronic_038-082-075,82
guitar_acoustic_000-071-025,71
guitar_electronic_017-041-050,41
guitar_acoustic_019-070-050,70
guitar_electronic_009-068-127,68
guitar_electronic_021-054-050,54
guitar_electronic_031-083-025,83
guitar_electronic_021-052-025,52
guitar_synthetic_001-057-075,57
guitar_electronic_010-046-127,46
guitar_synthetic_010-061-100,61
guitar_electronic_042-076-127,76
guitar_acoustic_008-059-127,59
guitar_electronic_032-074-100,74
guitar_electronic_020-057-025,57
guitar_electronic_027-048-025,48
guitar_acoustic_005-068-127,68
guitar_electronic_002-052-025,52
guitar_acoustic_004-060-050,60
guitar_electronic_045-061-075,61
guitar_acoustic_007-057-100,57
guitar_synthetic_004-055-025,55
guitar_electronic_006-079-100,79
guitar_electronic_009-079-025,79
guitar_electronic_005-048-100,48
guitar_electronic_012-081-100,81
guitar_electronic_037-077-050,77
guitar_electronic_023-080-127,80
guitar_acoustic_026-049-025,49
guitar_acoustic_008-046-075,46
guitar_acoustic_005-073-127,73
guitar_electronic_010-054-025,54
guitar_acoustic_020-082-050,82
guitar_acoustic_029-065-050,65
guitar_acoustic_032-048-127,48
guitar_electronic_039-057-025,57
guitar_electronic_016-087-075,87
guitar_acoustic_005-081-100,81
guitar_electronic_035-079-050,79
guitar_electronic_004-073-050,73
guitar_acoustic_029-078-100,78
guitar_electronic_007-073-075,73
guitar_acoustic_017-070-127,70
guitar_acoustic_031-068-025,68
guitar_electronic_037-084-075,84
guitar_acoustic_012-077-075,77
guitar_synthetic_005-061-075,61
guitar_acoustic_001-065-025,65
guitar_electronic_015-053-100,53
guitar_acoustic_000-076-075,76
guitar_electronic_017-071-075,71
guitar_electronic_021-083-050,83
guitar_acoustic_016-058-127,58
guitar_electronic_046-059-127,59
guitar_electronic_031-045-075,45
guitar_synthetic_011-062-075,62
guitar_acoustic_005-056-100,56
guitar_synthetic_004-058-075,58
guitar_acoustic_011-073-127,73
guitar_synthetic_006-082-075,82
guitar_acoustic_017-079-127,79
guitar_acoustic_013-053-100,53
guitar_acoustic_026-049-075,49
guitar_acoustic_032-054-100,54
guitar_acoustic_003-050-100,50
guitar_electronic_040-060-075,60
guitar_electronic_011-079-050,79
guitar_synthetic_011-079-075,79
guitar_electronic_024-046-075,46
guitar_electronic_016-041-075,41
guitar_synthetic_009-082-127,82
guitar_synthetic_002-072-127,72
guitar_acoustic_005-058-050,58
guitar_electronic_045-083-050,83
guitar_acoustic_017-055-050,55
guitar_acoustic_028-080-100,80
guitar_electronic_021-079-075,79
guitar_electronic_007-045-050,45
guitar_synthetic_005-060-127,60
guitar_electronic_046-058-127,58
guitar_acoustic_017-064-025,64
guitar_electronic_039-059-025,59
guitar_electronic_038-061-025,61
guitar_electronic_045-044-075,44
guitar_acoustic_020-054-050,54
guitar_electronic_013-047-050,47
guitar_electronic_008-056-127,56
guitar_electronic_025-088-050,88
guitar_electronic_037-069-100,69
guitar_acoustic_004-052-025,52
guitar_electronic_006-056-075,56
guitar_acoustic_018-088-025,88
guitar_electronic_044-073-050,73
guitar_electronic_019-046-100,46
guitar_synthetic_011-052-100,52
guitar_electronic_008-046-025,46
guitar_electronic_012-084-100,84
guitar_acoustic_033-054-100,54
guitar_acoustic_033-057-127,57
guitar_electronic_011-041-100,41
guitar_electronic_006-053-100,53
guitar_acoustic_000-043-025,43
guitar_acoustic_022-064-050,64
guitar_acoustic_032-051-075,51
guitar_acoustic_029-083-100,83
guitar_electronic_013-056-050,56
guitar_electronic_024-046-025,46
guitar_acoustic_024-047-100,47
guitar_acoustic_003-071-050,71
guitar_acoustic_003-042-025,42
guitar_electronic_009-075-075,75
guitar_electronic_004-048-100,48
guitar_electronic_003-056-100,56
guitar_electronic_039-048-050,48
guitar_electronic_013-041-100,41
guitar_electronic_018-061-050,61
guitar_synthetic_010-071-127,71
guitar_electronic_006-083-050,83
guitar_electronic_027-056-127,56
guitar_electronic_030-079-100,79
guitar_electronic_008-042-127,42
guitar_acoustic_016-082-025,82
guitar_electronic_019-048-127,48
guitar_electronic_001-080-075,80
guitar_synthetic_011-084-075,84
guitar_acoustic_033-051-075,51
guitar_electronic_024-057-127,57
guitar_acoustic_011-047-100,47
guitar_synthetic_003-045-100,45
guitar_electronic_027-088-050,88
guitar_synthetic_007-070-075,70
guitar_synthetic_011-081-050,81
guitar_acoustic_006-053-127,53
guitar_electronic_023-062-127,62
guitar_electronic_015-045-127,45
guitar_acoustic_020-040-075,40
guitar_electronic_000-088-100,88
guitar_synthetic_005-080-025,80
guitar_electronic_007-067-025,67
guitar_electronic_005-073-127,73
guitar_electronic_037-055-075,55
guitar_acoustic_008-059-075,59
guitar_acoustic_020-062-050,62
guitar_electronic_029-075-050,75
guitar_electronic_000-084-025,84
guitar_acoustic_007-071-075,71
guitar_electronic_003-045-127,45
guitar_electronic_019-069-127,69
guitar_acoustic_007-042-025,42
guitar_electronic_012-076-100,76
guitar_electronic_003-046-100,46
guitar_acoustic_000-058-050,58
guitar_acoustic_004-059-127,59
guitar_electronic_042-054-075,54
guitar_electronic_029-052-100,52
guitar_synthetic_004-053-075,53
guitar_electronic_035-051-100,51
guitar_electronic_041-040-100,40
guitar_acoustic_009-071-100,71
guitar_electronic_007-070-025,70
guitar_electronic_004-060-050,60
guitar_electronic_027-049-100,49
guitar_acoustic_009-068-100,68
guitar_electronic_018-052-050,52
guitar_electronic_031-062-100,62
guitar_synthetic_000-051-075,51
guitar_electronic_044-068-025,68
guitar_electronic_000-047-075,47
guitar_electronic_005-049-025,49
guitar_acoustic_002-050-100,50
guitar_electronic_025-064-075,64
guitar_acoustic_026-068-075,68
guitar_acoustic_028-065-050,65
guitar_acoustic_016-082-100,82
guitar_electronic_004-048-025,48
guitar_acoustic_032-070-075,70
guitar_electronic_036-061-127,61
guitar_electronic_018-041-025,41
guitar_electronic_044-040-075,40
guitar_electronic_019-081-050,81
guitar_electronic_040-047-025,47
guitar_electronic_034-058-050,58
guitar_electronic_017-045-100,45
guitar_acoustic_020-050-127,50
guitar_acoustic_002-052-100,52
guitar_electronic_012-079-050,79
guitar_electronic_038-079-100,79
guitar_electronic_045-067-050,67
guitar_electronic_041-062-050,62
guitar_electronic_045-072-127,72
guitar_electronic_003-055-025,55
guitar_acoustic_022-066-025,66
guitar_electronic_036-083-127,83
guitar_acoustic_016-072-050,72
guitar_acoustic_016-054-075,54
guitar_synthetic_002-066-050,66
guitar_synthetic_004-058-025,58
guitar_synthetic_011-057-075,57
guitar_acoustic_008-084-050,84
guitar_electronic_027-050-127,50
guitar_electronic_019-054-075,54
guitar_electronic_038-051-075,51
guitar_acoustic_017-063-075,63
guitar_synthetic_010-054-050,54
guitar_acoustic_002-065-050,65
guitar_electronic_044-058-100,58
guitar_acoustic_020-055-127,55
guitar_synthetic_003-051-100,51
guitar_electronic_039-052-100,52
guitar_electronic_042-060-050,60
guitar_synthetic_004-062-050,62
guitar_acoustic_004-049-127,49
guitar_electronic_036-057-100,57
guitar_acoustic_020-057-075,57
guitar_acoustic_026-044-025,44
guitar_electronic_021-082-100,82
guitar_electronic_021-080-127,80
guitar_acoustic_033-081-075,81
guitar_electronic_030-067-075,67
guitar_synthetic_005-048-127,48
guitar_electronic_044-063-127,63
guitar_acoustic_006-049-075,49
guitar_electronic_036-047-025,47
guitar_electronic_006-064-025,64
guitar_electronic_040-055-127,55
guitar_synthetic_011-082-127,82
guitar_electronic_012-056-127,56
guitar_acoustic_007-084-127,84
guitar_synthetic_007-083-075,83
guitar_electronic_032-045-075,45
guitar_synthetic_007-066-025,66
guitar_acoustic_008-061-127,61
guitar_electronic_007-050-127,50
guitar_synthetic_001-040-127,40
